Date,Close
2019-12-26 00:00:00+07:00,1021.5599975585938
2019-12-27 00:00:00+07:00,1022.719970703125
2019-12-30 00:00:00+07:00,1014.469970703125
2020-01-02 00:00:00+07:00,1011.6199951171875
2020-01-03 00:00:00+07:00,1021.489990234375
2020-01-06 00:00:00+07:00,1010.22998046875
2020-01-07 00:00:00+07:00,1014.6400146484375
2020-01-08 00:00:00+07:00,1005.4500122070312
2020-01-09 00:00:00+07:00,1016.8400268554688
2020-01-10 00:00:00+07:00,1018.010009765625
2020-01-13 00:00:00+07:00,1025.2900390625
2020-01-14 00:00:00+07:00,1032.3199462890625
2020-01-15 00:00:00+07:00,1025.0699462890625
2020-01-16 00:00:00+07:00,1025.81005859375
2020-01-17 00:00:00+07:00,1029.6400146484375
2020-01-20 00:00:00+07:00,1022.010009765625
2020-01-21 00:00:00+07:00,1022.6799926757812
2020-01-22 00:00:00+07:00,1020.8400268554688
2020-01-23 00:00:00+07:00,1024.5899658203125
2020-01-24 00:00:00+07:00,1025.5
2020-01-27 00:00:00+07:00,1003.7899780273438
2020-01-28 00:00:00+07:00,1000.6699829101562
2020-01-29 00:00:00+07:00,1000.3200073242188
2020-01-30 00:00:00+07:00,987.2000122070312
2020-01-31 00:00:00+07:00,961.97998046875
2020-02-03 00:00:00+07:00,953.260009765625
2020-02-04 00:00:00+07:00,964.8400268554688
2020-02-05 00:00:00+07:00,976.5599975585938
2020-02-06 00:00:00+07:00,975.7100219726562
2020-02-07 00:00:00+07:00,977.0
2020-02-10 00:00:00+07:00,968.3400268554688
2020-02-11 00:00:00+07:00,967.3800048828125
2020-02-12 00:00:00+07:00,960.97998046875
2020-02-13 00:00:00+07:00,954.2100219726562
2020-02-14 00:00:00+07:00,953.9500122070312
2020-02-17 00:00:00+07:00,954.1699829101562
2020-02-18 00:00:00+07:00,956.280029296875
2020-02-19 00:00:00+07:00,964.3900146484375
2020-02-20 00:00:00+07:00,968.5399780273438
2020-02-21 00:00:00+07:00,957.3699951171875
2020-02-24 00:00:00+07:00,941.52001953125
2020-02-25 00:00:00+07:00,941.6799926757812
2020-02-26 00:00:00+07:00,922.6599731445312
2020-02-27 00:00:00+07:00,892.760009765625
2020-02-28 00:00:00+07:00,879.530029296875
2020-03-02 00:00:00+07:00,859.3300170898438
2020-03-03 00:00:00+07:00,891.9400024414062
2020-03-04 00:00:00+07:00,922.510009765625
2020-03-05 00:00:00+07:00,919.6900024414062
2020-03-06 00:00:00+07:00,887.030029296875
2020-03-09 00:00:00+07:00,813.75
2020-03-10 00:00:00+07:00,832.469970703125
2020-03-11 00:00:00+07:00,819.77001953125
2020-03-12 00:00:00+07:00,769.6400146484375
2020-03-13 00:00:00+07:00,777.27001953125
2020-03-16 00:00:00+07:00,731.9500122070312
2020-03-17 00:00:00+07:00,683.6599731445312
2020-03-18 00:00:00+07:00,655.6300048828125
2020-03-19 00:00:00+07:00,612.1199951171875
2020-03-20 00:00:00+07:00,624.760009765625
2020-03-23 00:00:00+07:00,583.4099731445312
2020-03-24 00:00:00+07:00,566.8300170898438
2020-03-26 00:00:00+07:00,651.4099731445312
2020-03-27 00:00:00+07:00,698.780029296875
2020-03-30 00:00:00+07:00,670.77001953125
2020-03-31 00:00:00+07:00,691.1300048828125
2020-04-01 00:00:00+07:00,678.2999877929688
2020-04-02 00:00:00+07:00,688.1099853515625
2020-04-03 00:00:00+07:00,702.4199829101562
2020-04-06 00:00:00+07:00,736.72998046875
2020-04-07 00:00:00+07:00,729.739990234375
2020-04-08 00:00:00+07:00,697.72998046875
2020-04-09 00:00:00+07:00,700.0599975585938
2020-04-13 00:00:00+07:00,693.47998046875
2020-04-14 00:00:00+07:00,712.260009765625
2020-04-15 00:00:00+07:00,694.4400024414062
2020-04-16 00:00:00+07:00,662.6900024414062
2020-04-17 00:00:00+07:00,695.469970703125
2020-04-20 00:00:00+07:00,682.8499755859375
2020-04-21 00:00:00+07:00,667.6300048828125
2020-04-22 00:00:00+07:00,682.4000244140625
2020-04-23 00:00:00+07:00,684.719970703125
2020-04-24 00:00:00+07:00,663.7000122070312
2020-04-27 00:00:00+07:00,669.760009765625
2020-04-28 00:00:00+07:00,671.1699829101562
2020-04-29 00:00:00+07:00,680.4600219726562
2020-04-30 00:00:00+07:00,713.6400146484375
2020-05-04 00:00:00+07:00,689.3300170898438
2020-05-05 00:00:00+07:00,690.9600219726562
2020-05-06 00:00:00+07:00,687.4400024414062
2020-05-08 00:00:00+07:00,686.22998046875
2020-05-11 00:00:00+07:00,695.2899780273438
2020-05-12 00:00:00+07:00,681.6699829101562
2020-05-13 00:00:00+07:00,674.469970703125
2020-05-14 00:00:00+07:00,661.52001953125
2020-05-15 00:00:00+07:00,657.0999755859375
2020-05-18 00:00:00+07:00,660.469970703125
2020-05-19 00:00:00+07:00,671.0700073242188
2020-05-20 00:00:00+07:00,672.1400146484375
2020-05-26 00:00:00+07:00,689.3300170898438
2020-05-27 00:00:00+07:00,693.8599853515625
2020-05-28 00:00:00+07:00,709.3599853515625
2020-05-29 00:00:00+07:00,725.8300170898438
2020-06-02 00:00:00+07:00,749.52001953125
2020-06-03 00:00:00+07:00,770.6599731445312
